sample-id	year	season	sample location	location_filter	condition	locality	betaplus2	lab	betaplus	ID-sample location	old-ids	cond_year
BU-019-A-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-019-A	WG 2021
BU-019-B	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-019-B	WG 2019
BU-019-B-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-019-B	WG 2021
BU-020-A	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-020-A	WG 2019
BU-020-A-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-020-A	WG 2021
BU-020-B	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-020-B	WG 2019
BU-020-B-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-020-B	WG 2021
BU-FO1	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-F01	WG 2019
BU-F01-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-F01	WG 2021
BU-FO2	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-F02	WG 2019
BU-F02-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-F02	WG 2021
BU-FO3	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-F03	WG 2019
BU-F-03-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-F03	WG 2021
BU-F04	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-F04	WG 2019
BU-F04-2021	2021	winter	Buchenau	ok	WG	Buchenau	Buchenau 2021		Buchenau 2021	BU	BU-F04	WG 2021
BU-F05	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-F05	WG 2019
BU-F06	2019	winter	Buchenau	ok	WG	Buchenau	Buchenau 2019		Buchenau 2019	BU	BU-F06	WG 2019
BU-U1-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U1-A	WG 2018
BU-U1-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U1-B	WG 2018
BU-U10-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U10-A	WG 2018
BU-U10-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U10-B	WG 2018
BU-U11-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U11-A	WG 2018
BU-U11-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U11-B	WG 2018
BU-U12-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U12-A	WG 2018
BU-U12-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U12-B	WG 2018
BU-U13-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U13-A	WG 2018
BU-U13-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U13-B	WG 2018
BU-U14-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U14-A	WG 2018
BU-U14-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U14-B	WG 2018
BU-U15-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U15-A	WG 2018
BU-U15-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U15-B	WG 2018
BU-U16-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U16-A	WG 2018
BU-U16-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U16-B	WG 2018
BU-U17-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U17-A	WG 2018
BU-U17-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U17-B	WG 2018
BU-U18-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U18-A	WG 2018
BU-U18-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U18-B	WG 2018
BU-U19-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U19-A	WG 2018
BU-U19-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U19-B	WG 2018
BU-U2-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U2-A	WG 2018
BU-U2-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U2-B	WG 2018
BU-U20-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U20-A	WG 2018
BU-U20-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U20-B	WG 2018
BU-U3-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U3-A	WG 2018
BU-U3-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U3-B	WG 2018
BU-U4-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U4-A	WG 2018
BU-U4-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U4-B	WG 2018
BU-U5-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U5-A	WG 2018
BU-U5-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U5-B	WG 2018
BU-U6-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U6-A	WG 2018
BU-U6-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U6-B	WG 2018
BU-U7-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U7-A	WG 2018
BU-U7-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U7-B	WG 2018
BU-U8-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U8-A	WG 2018
BU-U8-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U8-B	WG 2018
BU-U9-A	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U9-A	WG 2018
BU-U9-B	2018	spring	Buchenau	ok	WG	Buchenau	Buchenau 2018		Buchenau 2018	BU	BU-U9-B	WG 2018
control1				empty	rm	0	0		 			rm 
control2				empty	rm	0	0		 			rm 
control3				empty	rm	0	0		 			rm 
control4				empty	rm	0	0		 			rm 
control5				empty	rm	0	0		 			rm 
control6				empty	rm	0	0		 			rm 
control7				empty	rm	0	0		 			rm 
PCR-C-P1				empty	Control	0	0		 			Control 
exB4				empty	Control	0	0		 			Control 
PCR-C-P3				empty	Control	0	0		 			Control 
PCR-C-P2				empty	Control	0	0		 			Control 
exB2-P2				empty	Control	0	0		 			Control 
exB3-P2				empty	Control	0	0		 			Control 
exB2				empty	Control	0	0		 			Control 
PCR-C-P4				empty	Control	0	0		 			Control 
exB3				empty	Control	0	0		 			Control 
exB4-P3				empty	lab	0	0	blanks	 			lab 
ExB5-backup-P3				empty	lab	0	0	blanks	 			lab 
exB5-P3				empty	lab	0	0	blanks	 			lab 
exB6-P4				empty	lab	0	0	blanks	 			lab 
HO-001-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-001-A	FL 2019
HO-001-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-001-A-2021	FL 2021
HO-001-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-001-B	FL 2019
HO-001-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-001-B-2021	FL 2021
HO-002-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-002-A	FL 2019
HO-002-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-002-A-2021	FL 2021
HO-002-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-002-B	FL 2019
HO-002-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-002-B-2021	FL 2021
HO-003-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-003-A	FL 2019
HO-003-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-003-A-2021	FL 2021
HO-003-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-003-B	FL 2019
HO-003-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-003-B-2021	FL 2021
HO-004-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-004-A	FL 2019
HO-004-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-004-A-2021	FL 2021
HO-004-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-004-B	FL 2019
HO-004-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-004-B-2021	FL 2021
HO-005-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-005-A	FL 2019
HO-005-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-005-A-2021	FL 2021
HO-005-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-005-B	FL 2019
HO-005-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-005-B-2021	FL 2021
HO-006-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-006-A	FL 2019
HO-006-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-006-A-2021	FL 2021
HO-006-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-006-B	FL 2019
HO-006-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-006-B-2021	FL 2021
HO-007-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-007-A	FL 2019
HO-007-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-007-A-2021	FL 2021
HO-007-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-007-B	FL 2019
HO-007-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-007-B-2021	FL 2021
HO-008-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-008-A	FL 2019
HO-008-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-008-A-2021	FL 2021
HO-008-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-008-B	FL 2019
HO-008-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-008-B-2021	FL 2021
HO-009-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-009-A	FL 2019
HO-009-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-009-A-2021	FL 2021
HO-009-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-009-B	FL 2019
HO-009-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-009-B-2021	FL 2021
HO-010-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-010-A	FL 2019
HO-010-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-010-A-2021	FL 2021
HO-010-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-010-B	FL 2019
HO-010-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-010-B-2021	FL 2021
HO-011-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-011-A	FL 2019
HO-011-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-011-A-2021	FL 2021
HO-011-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-011-B	FL 2019
HO-011-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-011-B-2021	FL 2021
HO-012-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-012-A	FL 2019
HO-012-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-012-A-2021	FL 2021
HO-012-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-012-B	FL 2019
HO-012-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-012-B-2021	FL 2021
HO-013-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-013-A	FL 2019
HO-013-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-013-A-2021	FL 2021
HO-013-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-013-B	FL 2019
HO-013-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-013-B-2021	FL 2021
HO-014-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-014-A	FL 2019
HO-014-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-014-A-2021	FL 2021
HO-014-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-014-B	FL 2019
HO-014-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-014-B-2021	FL 2021
HO-015-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-015-A	FL 2019
HO-015-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-015-A-2021	FL 2021
HO-015-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-015-B	FL 2019
HO-015-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-015-B-2021	FL 2021
HO-016-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-016-A	FL 2019
HO-016-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-016-A-2021	FL 2021
HO-016-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-016-B	FL 2019
HO-016-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-016-B-2021	FL 2021
HO-017-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-017-A	FL 2019
HO-017-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-017-A-2021	FL 2021
HO-017-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-017-B	FL 2019
HO-017-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-017-B-2021	FL 2021
HO-018-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-018-A	FL 2019
HO-018-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-018-A-2021	FL 2021
HO-018-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-018-B	FL 2019
HO-018-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-018-B-2021	FL 2021
HO-019-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-019-A	FL 2019
HO-019-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-019-A-2021	FL 2021
HO-019-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-019-B	FL 2019
HO-019-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-019-B-2021	FL 2021
HO-020-A	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-020-A	FL 2019
HO-020-A-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-020-A-2021	FL 2021
HO-020-B	2019	winter	Hochburg	ok	FL	FL	FL 2019		Hochburg 2019	HO	HO-020-B	FL 2019
HO-020-B-2021	2021	winter	Hochburg	ok	FL	FL	FL 2021		Hochburg 2021	HO	HO-020-B-2021	FL 2021
NE-U1-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U1-A	WG 2018
NE-U1-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U1-B	WG 2018
NE-U10-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U10-A	WG 2018
NE-U10-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U10-B	WG 2018
NE-U11-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U11-A	WG 2018
NE-U11-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U11-B	WG 2018
NE-U12-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U12-A	WG 2018
NE-U12-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U12-B	WG 2018
NE-U13-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U13-A	WG 2018
NE-U13-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U13-B	WG 2018
NE-U14-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U14-A	WG 2018
NE-U14-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U14-B	WG 2018
NE-U15-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U15-A	WG 2018
NE-U15-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U15-B	WG 2018
NE-U16-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U16-A	WG 2018
NE-U16-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U16-B	WG 2018
NE-U17-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U17-A	WG 2018
NE-U17-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U17-B	WG 2018
NE-U18-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U18-A	WG 2018
NE-U18-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U18-B	WG 2018
NE-U19-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U19-A	WG 2018
NE-U19-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U19-B	WG 2018
NE-U2-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U2-A	WG 2018
NE-U2-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U2-B	WG 2018
NE-U20-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U20-A	WG 2018
NE-U20-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U20-B	WG 2018
NE-U3-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U3-A	WG 2018
NE-U3-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U3-B	WG 2018
NE-U4-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U4-A	WG 2018
NE-U4-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U4-B	WG 2018
NE-U5-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U5-A	WG 2018
NE-U5-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U5-B	WG 2018
NE-U6-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U6-A	WG 2018
NE-U6-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U6-B	WG 2018
NE-U7-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U7-A	WG 2018
NE-U7-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U7-B	WG 2018
NE-U8-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U8-A	WG 2018
NE-U8-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U8-B	WG 2018
NE-U9-A	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U9-A	WG 2018
NE-U9-B	2018	spring	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2018		Neuhüttenwiese 2018	NE	NE-U9-B	WG 2018
NegCP1				empty	lab	0	0	neg-ctl	 			lab 
NegCP2				empty	lab	0	0	neg-ctl	 			lab 
NegCP3				empty	lab	0	0	neg-ctl	 			lab 
NegCP4				empty	lab	0	0	neg-ctl	 			lab 
NEU-001-A	2019	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2019		Neuhüttenwiese 2019	NEU	NEU-001-A	WG 2019
NEU-001-A-2021	2021	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2021		Neuhüttenwiese 2021	NEU	NEU-001-A	WG 2021
NEU-001-B	2019	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2019		Neuhüttenwiese 2019	NEU	NEU-001-B	WG 2019
NEU-001-B-2021	2021	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2021		Neuhüttenwiese 2021	NEU	NEU-001-B	WG 2021
NEU-002-A	2019	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2019		Neuhüttenwiese 2019	NEU	NEU-002-A	WG 2019
NEU-002-A-2021	2021	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2021		Neuhüttenwiese 2021	NEU	NEU-002-A	WG 2021
NEU-002-B	2019	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2019		Neuhüttenwiese 2019	NEU	NEU-002-B	WG 2019
NEU-002-B-2021	2021	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2021		Neuhüttenwiese 2021	NEU	NEU-002-B	WG 2021
NEU-003-A	2019	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2019		Neuhüttenwiese 2019	NEU	NEU-003-A	WG 2019
NEU-003-A-2021	2021	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2021		Neuhüttenwiese 2021	NEU	NEU-003-A	WG 2021
NEU-003-B	2019	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2019		Neuhüttenwiese 2019	NEU	NEU-003-B	WG 2019
NEU-003-B-2021	2021	winter	Neuhüttenwiese	ok	WG	Neuhüttenwiese	Neuhüttenwiese 2021		Neuhüttenwiese 2021	NEU	NEU-003-B	WG 2021
