sample-id	year	season	sample location	location_filter	condition	locality	betaplus2	lab	betaplus	ID-sample location	old-ids	cond_year
097B	2020			empty	FL	FL	FL 2020		2020			FL 2020
097C	2020			empty	FL	FL	FL 2020		2020			FL 2020
098A	2020			empty	FL	FL	FL 2020		2020			FL 2020
098B	2020			empty	FL	FL	FL 2020		2020			FL 2020
098C	2020			empty	FL	FL	FL 2020		2020			FL 2020
099A	2020			empty	FL	FL	FL 2020		2020			FL 2020
099B	2020			empty	FL	FL	FL 2020		2020			FL 2020
099C	2020			empty	FL	FL	FL 2020		2020			FL 2020
100A	2020			empty	FL	FL	FL 2020		2020			FL 2020
100B	2020			empty	FL	FL	FL 2020		2020			FL 2020
100C	2020			empty	FL	FL	FL 2020		2020			FL 2020
101A	2020			empty	FL	FL	FL 2020		2020			FL 2020
101B	2020			empty	FL	FL	FL 2020		2020			FL 2020
101C	2020			empty	FL	FL	FL 2020		2020			FL 2020
102A	2020			empty	FL	FL	FL 2020		2020			FL 2020
102B	2020			empty	FL	FL	FL 2020		2020			FL 2020
102C	2020			empty	FL	FL	FL 2020		2020			FL 2020
103A	2020			empty	FL	FL	FL 2020		2020			FL 2020
103B	2020			empty	FL	FL	FL 2020		2020			FL 2020
103C	2020			empty	FL	FL	FL 2020		2020			FL 2020
104A	2020			empty	FL	FL	FL 2020		2020			FL 2020
104B	2020			empty	FL	FL	FL 2020		2020			FL 2020
105A	2020			empty	FL	FL	FL 2020		2020			FL 2020
105B	2020			empty	FL	FL	FL 2020		2020			FL 2020
105C	2020			empty	FL	FL	FL 2020		2020			FL 2020
106A	2020			empty	FL	FL	FL 2020		2020			FL 2020
106B	2020			empty	FL	FL	FL 2020		2020			FL 2020
107A	2020			empty	FL	FL	FL 2020		2020			FL 2020
107B	2020			empty	FL	FL	FL 2020		2020			FL 2020
108A	2020			empty	FL	FL	FL 2020		2020			FL 2020
108B	2020			empty	FL	FL	FL 2020		2020			FL 2020
108C	2020			empty	FL	FL	FL 2020		2020			FL 2020
109A	2020			empty	FL	FL	FL 2020		2020			FL 2020
109B	2020			empty	FL	FL	FL 2020		2020			FL 2020
109C	2020			empty	FL	FL	FL 2020		2020			FL 2020
110A	2020			empty	FL	FL	FL 2020		2020			FL 2020
110B	2020			empty	FL	FL	FL 2020		2020			FL 2020
110C	2020			empty	FL	FL	FL 2020		2020			FL 2020
111A	2020			empty	FL	FL	FL 2020		2020			FL 2020
111B	2020			empty	FL	FL	FL 2020		2020			FL 2020
111C	2020			empty	FL	FL	FL 2020		2020			FL 2020
112A	2020			empty	FL	FL	FL 2020		2020			FL 2020
112B	2020			empty	FL	FL	FL 2020		2020			FL 2020
112C	2020			empty	FL	FL	FL 2020		2020			FL 2020
113A	2020			empty	FL	FL	FL 2020		2020			FL 2020
113B	2020			empty	FL	FL	FL 2020		2020			FL 2020
113C	2020			empty	FL	FL	FL 2020		2020			FL 2020
114A	2020			empty	FL	FL	FL 2020		2020			FL 2020
114B	2020			empty	FL	FL	FL 2020		2020			FL 2020
115A	2020			empty	FL	FL	FL 2020		2020			FL 2020
115B	2020			empty	FL	FL	FL 2020		2020			FL 2020
115C	2020			empty	FL	FL	FL 2020		2020			FL 2020
116A	2020			empty	FL	FL	FL 2020		2020			FL 2020
116B	2020			empty	FL	FL	FL 2020		2020			FL 2020
116C	2020			empty	FL	FL	FL 2020		2020			FL 2020
117A	2020			empty	FL	FL	FL 2020		2020			FL 2020
117B	2020			empty	FL	FL	FL 2020		2020			FL 2020
117C	2020			empty	FL	FL	FL 2020		2020			FL 2020
118A	2020			empty	FL	FL	FL 2020		2020			FL 2020
118B	2020			empty	FL	FL	FL 2020		2020			FL 2020
118C	2020			empty	FL	FL	FL 2020		2020			FL 2020
119A	2020			empty	FL	FL	FL 2020		2020			FL 2020
119B	2020			empty	FL	FL	FL 2020		2020			FL 2020
119C	2020			empty	FL	FL	FL 2020		2020			FL 2020
120A	2020			empty	FL	FL	FL 2020		2020			FL 2020
120B	2020			empty	FL	FL	FL 2020		2020			FL 2020
120C	2020			empty	FL	FL	FL 2020		2020			FL 2020
121A	2020			empty	FL	FL	FL 2020		2020			FL 2020
121B	2020			empty	FL	FL	FL 2020		2020			FL 2020
121C	2020			empty	FL	FL	FL 2020		2020			FL 2020
122A	2020			empty	FL	FL	FL 2020		2020			FL 2020
122B	2020			empty	FL	FL	FL 2020		2020			FL 2020
122C	2020			empty	FL	FL	FL 2020		2020			FL 2020
123A	2020			empty	FL	FL	FL 2020		2020			FL 2020
123B	2020			empty	FL	FL	FL 2020		2020			FL 2020
123C	2020			empty	FL	FL	FL 2020		2020			FL 2020
124A	2020			empty	FL	FL	FL 2020		2020			FL 2020
124B	2020			empty	FL	FL	FL 2020		2020			FL 2020
124C	2020			empty	FL	FL	FL 2020		2020			FL 2020
125A	2020			empty	FL	FL	FL 2020		2020			FL 2020
125B	2020			empty	FL	FL	FL 2020		2020			FL 2020
125C	2020			empty	FL	FL	FL 2020		2020			FL 2020
126A	2020			empty	FL	FL	FL 2020		2020			FL 2020
126B	2020			empty	FL	FL	FL 2020		2020			FL 2020
126C	2020			empty	FL	FL	FL 2020		2020			FL 2020
127A	2020			empty	FL	FL	FL 2020		2020			FL 2020
127B	2020			empty	FL	FL	FL 2020		2020			FL 2020
127C	2020			empty	FL	FL	FL 2020		2020			FL 2020
128A	2020			empty	FL	FL	FL 2020		2020			FL 2020
128B	2020			empty	FL	FL	FL 2020		2020			FL 2020
128C	2020			empty	FL	FL	FL 2020		2020			FL 2020
129B	2020			empty	FL	FL	FL 2020		2020			FL 2020
129C	2020			empty	FL	FL	FL 2020		2020			FL 2020
130A	2020			empty	FL	FL	FL 2020		2020			FL 2020
130B	2020			empty	FL	FL	FL 2020		2020			FL 2020
130C	2020			empty	FL	FL	FL 2020		2020			FL 2020
131A	2020			empty	FL	FL	FL 2020		2020			FL 2020
131B	2020			empty	FL	FL	FL 2020		2020			FL 2020
132A	2020			empty	FL	FL	FL 2020		2020			FL 2020
132B	2020			empty	FL	FL	FL 2020		2020			FL 2020
133A	2020			empty	FL	FL	FL 2020		2020			FL 2020
133B	2020			empty	FL	FL	FL 2020		2020			FL 2020
133C	2020			empty	FL	FL	FL 2020		2020			FL 2020
134A	2020			empty	FL	FL	FL 2020		2020			FL 2020
134B	2020			empty	FL	FL	FL 2020		2020			FL 2020
135A	2020			empty	FL	FL	FL 2020		2020			FL 2020
135B	2020			empty	FL	FL	FL 2020		2020			FL 2020
136A	2020			empty	FL	FL	FL 2020		2020			FL 2020
136B	2020			empty	FL	FL	FL 2020		2020			FL 2020
136C	2020			empty	FL	FL	FL 2020		2020			FL 2020
137A	2020			empty	FL	FL	FL 2020		2020			FL 2020
137B	2020			empty	FL	FL	FL 2020		2020			FL 2020
137C	2020			empty	FL	FL	FL 2020		2020			FL 2020
138A	2020			empty	FL	FL	FL 2020		2020			FL 2020
138B	2020			empty	FL	FL	FL 2020		2020			FL 2020
138C	2020			empty	FL	FL	FL 2020		2020			FL 2020
139A	2020			empty	FL	FL	FL 2020		2020			FL 2020
139B	2020			empty	FL	FL	FL 2020		2020			FL 2020
139C	2020			empty	FL	FL	FL 2020		2020			FL 2020
140A	2020			empty	FL	FL	FL 2020		2020			FL 2020
140B	2020			empty	FL	FL	FL 2020		2020			FL 2020
140C	2020			empty	FL	FL	FL 2020		2020			FL 2020
141A	2020			empty	FL	FL	FL 2020		2020			FL 2020
141B	2020			empty	FL	FL	FL 2020		2020			FL 2020
141C	2020			empty	FL	FL	FL 2020		2020			FL 2020
142A	2020			empty	FL	FL	FL 2020		2020			FL 2020
142C	2020			empty	FL	FL	FL 2020		2020			FL 2020
143A	2020			empty	FL	FL	FL 2020		2020			FL 2020
143B	2020			empty	FL	FL	FL 2020		2020			FL 2020
143C	2020			empty	FL	FL	FL 2020		2020			FL 2020
144A	2020			empty	FL	FL	FL 2020		2020			FL 2020
144B	2020			empty	FL	FL	FL 2020		2020			FL 2020
144C	2020			empty	FL	FL	FL 2020		2020			FL 2020
145A	2020			empty	FL	FL	FL 2020		2020			FL 2020
145B	2020			empty	FL	FL	FL 2020		2020			FL 2020
145C	2020			empty	FL	FL	FL 2020		2020			FL 2020
146A	2020			empty	FL	FL	FL 2020		2020			FL 2020
146B	2020			empty	FL	FL	FL 2020		2020			FL 2020
146C	2020			empty	FL	FL	FL 2020		2020			FL 2020
147A	2020			empty	FL	FL	FL 2020		2020			FL 2020
147B	2020			empty	FL	FL	FL 2020		2020			FL 2020
147C	2020			empty	FL	FL	FL 2020		2020			FL 2020
148A	2020			empty	FL	FL	FL 2020		2020			FL 2020
148B	2020			empty	FL	FL	FL 2020		2020			FL 2020
148C	2020			empty	FL	FL	FL 2020		2020			FL 2020
149A	2020			empty	FL	FL	FL 2020		2020			FL 2020
149B	2020			empty	FL	FL	FL 2020		2020			FL 2020
149C	2020			empty	FL	FL	FL 2020		2020			FL 2020
150A	2020			empty	FL	FL	FL 2020		2020			FL 2020
150B	2020			empty	FL	FL	FL 2020		2020			FL 2020
150C	2020			empty	FL	FL	FL 2020		2020			FL 2020
151A	2020			empty	FL	FL	FL 2020		2020			FL 2020
151B	2020			empty	FL	FL	FL 2020		2020			FL 2020
151C	2020			empty	FL	FL	FL 2020		2020			FL 2020
152A	2020			empty	FL	FL	FL 2020		2020			FL 2020
152B	2020			empty	FL	FL	FL 2020		2020			FL 2020
152C	2020			empty	FL	FL	FL 2020		2020			FL 2020
153A	2020			empty	FL	FL	FL 2020		2020			FL 2020
153B	2020			empty	FL	FL	FL 2020		2020			FL 2020
153C	2020			empty	FL	FL	FL 2020		2020			FL 2020
154A	2020			empty	FL	FL	FL 2020		2020			FL 2020
154B	2020			empty	FL	FL	FL 2020		2020			FL 2020
154C	2020			empty	FL	FL	FL 2020		2020			FL 2020
155A	2020			empty	FL	FL	FL 2020		2020			FL 2020
155B	2020			empty	FL	FL	FL 2020		2020			FL 2020
155C	2020			empty	FL	FL	FL 2020		2020			FL 2020
156A	2020			empty	FL	FL	FL 2020		2020			FL 2020
156B	2020			empty	FL	FL	FL 2020		2020			FL 2020
156C	2020			empty	FL	FL	FL 2020		2020			FL 2020
157A	2020			empty	FL	FL	FL 2020		2020			FL 2020
157B	2020			empty	FL	FL	FL 2020		2020			FL 2020
157C	2020			empty	FL	FL	FL 2020		2020			FL 2020
158A	2020			empty	FL	FL	FL 2020		2020			FL 2020
158B	2020			empty	FL	FL	FL 2020		2020			FL 2020
158C	2020			empty	FL	FL	FL 2020		2020			FL 2020
159A	2020			empty	FL	FL	FL 2020		2020			FL 2020
159B	2020			empty	FL	FL	FL 2020		2020			FL 2020
159C	2020			empty	FL	FL	FL 2020		2020			FL 2020
160A	2020			empty	FL	FL	FL 2020		2020			FL 2020
160B	2020			empty	FL	FL	FL 2020		2020			FL 2020
160C	2020			empty	FL	FL	FL 2020		2020			FL 2020
161A	2020			empty	FL	FL	FL 2020		2020			FL 2020
161B	2020			empty	FL	FL	FL 2020		2020			FL 2020
161C	2020			empty	FL	FL	FL 2020		2020			FL 2020
162A	2020			empty	FL	FL	FL 2020		2020			FL 2020
162B	2020			empty	FL	FL	FL 2020		2020			FL 2020
163A	2020			empty	FL	FL	FL 2020		2020			FL 2020
163B	2020			empty	FL	FL	FL 2020		2020			FL 2020
163C	2020			empty	FL	FL	FL 2020		2020			FL 2020
164A	2020			empty	FL	FL	FL 2020		2020			FL 2020
164C	2020			empty	FL	FL	FL 2020		2020			FL 2020
165A	2020			empty	FL	FL	FL 2020		2020			FL 2020
165B	2020			empty	FL	FL	FL 2020		2020			FL 2020
165C	2020			empty	FL	FL	FL 2020		2020			FL 2020
166A	2020			empty	FL	FL	FL 2020		2020			FL 2020
166B	2020			empty	FL	FL	FL 2020		2020			FL 2020
166C	2020			empty	FL	FL	FL 2020		2020			FL 2020
167A	2020			empty	FL	FL	FL 2020		2020			FL 2020
167B	2020			empty	FL	FL	FL 2020		2020			FL 2020
167C	2020			empty	FL	FL	FL 2020		2020			FL 2020
168A	2020			empty	FL	FL	FL 2020		2020			FL 2020
168B	2020			empty	FL	FL	FL 2020		2020			FL 2020
168C	2020			empty	FL	FL	FL 2020		2020			FL 2020
169A	2020			empty	FL	FL	FL 2020		2020			FL 2020
169B	2020			empty	FL	FL	FL 2020		2020			FL 2020
169C	2020			empty	FL	FL	FL 2020		2020			FL 2020
170A	2020			empty	FL	FL	FL 2020		2020			FL 2020
170B	2020			empty	FL	FL	FL 2020		2020			FL 2020
170C	2020			empty	FL	FL	FL 2020		2020			FL 2020
171A	2020			empty	FL	FL	FL 2020		2020			FL 2020
171B	2020			empty	FL	FL	FL 2020		2020			FL 2020
171C	2020			empty	FL	FL	FL 2020		2020			FL 2020
172A	2020			empty	FL	FL	FL 2020		2020			FL 2020
172B	2020			empty	FL	FL	FL 2020		2020			FL 2020
172C	2020			empty	FL	FL	FL 2020		2020			FL 2020
173A	2020			empty	FL	FL	FL 2020		2020			FL 2020
173B	2020			empty	FL	FL	FL 2020		2020			FL 2020
173C	2020			empty	FL	FL	FL 2020		2020			FL 2020
174A	2020			empty	FL	FL	FL 2020		2020			FL 2020
174B	2020			empty	FL	FL	FL 2020		2020			FL 2020
174C	2020			empty	FL	FL	FL 2020		2020			FL 2020
175A	2020			empty	FL	FL	FL 2020		2020			FL 2020
175B	2020			empty	FL	FL	FL 2020		2020			FL 2020
175C	2020			empty	FL	FL	FL 2020		2020			FL 2020
176A	2020			empty	FL	FL	FL 2020		2020			FL 2020
176B	2020			empty	FL	FL	FL 2020		2020			FL 2020
176C	2020			empty	FL	FL	FL 2020		2020			FL 2020
177A	2020			empty	FL	FL	FL 2020		2020			FL 2020
177B	2020			empty	FL	FL	FL 2020		2020			FL 2020
177C	2020			empty	FL	FL	FL 2020		2020			FL 2020
178A	2020			empty	FL	FL	FL 2020		2020			FL 2020
178B	2020			empty	FL	FL	FL 2020		2020			FL 2020
178C	2020			empty	FL	FL	FL 2020		2020			FL 2020
179A	2020			empty	FL	FL	FL 2020		2020			FL 2020
179B	2020			empty	FL	FL	FL 2020		2020			FL 2020
179C	2020			empty	FL	FL	FL 2020		2020			FL 2020
180A	2020			empty	FL	FL	FL 2020		2020			FL 2020
180B	2020			empty	FL	FL	FL 2020		2020			FL 2020
180C	2020			empty	FL	FL	FL 2020		2020			FL 2020
181A	2020			empty	FL	FL	FL 2020		2020			FL 2020
181B	2020			empty	FL	FL	FL 2020		2020			FL 2020
181C	2020			empty	FL	FL	FL 2020		2020			FL 2020
182A	2020			empty	FL	FL	FL 2020		2020			FL 2020
182B	2020			empty	FL	FL	FL 2020		2020			FL 2020
182C	2020			empty	FL	FL	FL 2020		2020			FL 2020
183A	2020			empty	FL	FL	FL 2020		2020			FL 2020
183B	2020			empty	FL	FL	FL 2020		2020			FL 2020
183C	2020			empty	FL	FL	FL 2020		2020			FL 2020
184A	2020			empty	FL	FL	FL 2020		2020			FL 2020
184B	2020			empty	FL	FL	FL 2020		2020			FL 2020
184C	2020			empty	FL	FL	FL 2020		2020			FL 2020
185A	2020			empty	FL	FL	FL 2020		2020			FL 2020
185B	2020			empty	FL	FL	FL 2020		2020			FL 2020
185C	2020			empty	FL	FL	FL 2020		2020			FL 2020
186A	2020			empty	FL	FL	FL 2020		2020			FL 2020
186B	2020			empty	FL	FL	FL 2020		2020			FL 2020
186C	2020			empty	FL	FL	FL 2020		2020			FL 2020
187A	2020			empty	FL	FL	FL 2020		2020			FL 2020
187B	2020			empty	FL	FL	FL 2020		2020			FL 2020
187C	2020			empty	FL	FL	FL 2020		2020			FL 2020
188A	2020			empty	FL	FL	FL 2020		2020			FL 2020
188B	2020			empty	FL	FL	FL 2020		2020			FL 2020
188C	2020			empty	FL	FL	FL 2020		2020			FL 2020
189A	2020			empty	FL	FL	FL 2020		2020			FL 2020
189B	2020			empty	FL	FL	FL 2020		2020			FL 2020
189C	2020			empty	FL	FL	FL 2020		2020			FL 2020
190A	2020			empty	FL	FL	FL 2020		2020			FL 2020
190B	2020			empty	FL	FL	FL 2020		2020			FL 2020
190C	2020			empty	FL	FL	FL 2020		2020			FL 2020
191A	2020			empty	FL	FL	FL 2020		2020			FL 2020
191B	2020			empty	FL	FL	FL 2020		2020			FL 2020
191C	2020			empty	FL	FL	FL 2020		2020			FL 2020
192A	2020			empty	FL	FL	FL 2020		2020			FL 2020
192B	2020			empty	FL	FL	FL 2020		2020			FL 2020
192C	2020			empty	FL	FL	FL 2020		2020			FL 2020
193A	2020			empty	FL	FL	FL 2020		2020			FL 2020
193B	2020			empty	FL	FL	FL 2020		2020			FL 2020
193C	2020			empty	FL	FL	FL 2020		2020			FL 2020
194A	2020			empty	FL	FL	FL 2020		2020			FL 2020
194B	2020			empty	FL	FL	FL 2020		2020			FL 2020
194C	2020			empty	FL	FL	FL 2020		2020			FL 2020
195A	2020			empty	FL	FL	FL 2020		2020			FL 2020
195B	2020			empty	FL	FL	FL 2020		2020			FL 2020
195C	2020			empty	FL	FL	FL 2020		2020			FL 2020
196A	2020			empty	FL	FL	FL 2020		2020			FL 2020
196B	2020			empty	FL	FL	FL 2020		2020			FL 2020
196C	2020			empty	FL	FL	FL 2020		2020			FL 2020
197A	2020			empty	FL	FL	FL 2020		2020			FL 2020
197B	2020			empty	FL	FL	FL 2020		2020			FL 2020
197C	2020			empty	FL	FL	FL 2020		2020			FL 2020
198A	2020			empty	FL	FL	FL 2020		2020			FL 2020
198B	2020			empty	FL	FL	FL 2020		2020			FL 2020
198C	2020			empty	FL	FL	FL 2020		2020			FL 2020
199A	2020			empty	FL	FL	FL 2020		2020			FL 2020
199B	2020			empty	FL	FL	FL 2020		2020			FL 2020
199C	2020			empty	FL	FL	FL 2020		2020			FL 2020
200A	2020			empty	FL	FL	FL 2020		2020			FL 2020
200B	2020			empty	FL	FL	FL 2020		2020			FL 2020
200C	2020			empty	FL	FL	FL 2020		2020			FL 2020
29469-10.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29469-10.07.2018-A	FL 2018
29494-15.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29494-15.07.2018-A	FL 2018
29494-15.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29494-15.07.2018-B	FL 2018
29495-15.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29495-15.07.2018-A	FL 2018
29495-15.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29495-15.07.2018-B	FL 2018
29495-24.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29495-24.07.2018-A	FL 2018
29495-24.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29495-24.07.2018-B	FL 2018
29496-01.10.2018-1.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-01.10.2018-1.1-A	FL 2018
29496-01.10.2018-1.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-01.10.2018-1.1-B	FL 2018
29496-01.10.2018-1.2-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-01.10.2018-1.2-A	FL 2018
29496-01.10.2018-1.2-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-01.10.2018-1.2-B	FL 2018
29496-01.10.2018-2.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-01.10.2018-2.1-A	FL 2018
29496-01.10.2018-2.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-01.10.2018-2.1-B	FL 2018
29496-01.10.2018-2.2-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-01.10.2018-2.2-A	FL 2018
29496-01.10.2018-2.2-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-01.10.2018-2.2-B	FL 2018
29496-05.09.2018-1.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-05.09.2018-1.1-A	FL 2018
29496-05.09.2018-1.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-05.09.2018-1.1-B	FL 2018
29496-05.09.2018-1.2-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-05.09.2018-1.2-A	FL 2018
29496-05.09.2018-1.2-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-05.09.2018-1.2-B	FL 2018
29496-05.09.2018-2.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-05.09.2018-2.1-A	FL 2018
29496-05.09.2018-2.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29496-05.09.2018-2.1-B	FL 2018
29496-07.07.2018-1.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-07.07.2018-1.1-A	FL 2018
29496-07.07.2018-1.1-B	2018	summer		empty	FL	FL	FL 2018		2018		29496-07.07.2018-1.1-B	FL 2018
29496-07.07.2018-2.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-07.07.2018-2.1-A	FL 2018
29496-07.07.2018-4.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-07.07.2018-4.1-A	FL 2018
29496-07.07.2018-5.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-07.07.2018-5.1-A	FL 2018
29496-08.08.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-08.08.2018-A	FL 2018
29496-08.08.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29496-08.08.2018-B	FL 2018
29496-10.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29496-10.07.2018-B	FL 2018
29496-13.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29496-13.07.2018-A	FL 2018
29496-13.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29496-13.07.2018-B	FL 2018
29497-15.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29497-15.07.2018-A	FL 2018
29497-15.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29497-15.07.2018-B	FL 2018
29499-29.06.2018-1.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29499-29.06.2018-1.1-A	FL 2018
29499-29.06.2018-1.2-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29499-29.06.2018-1.2-A	FL 2018
29499-29.06.2018-2.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29499-29.06.2018-2.1-A	FL 2018
29499-29.06.2018-2.2-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29499-29.06.2018-2.2-A	FL 2018
29499-29.06.2018-3.1-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29499-29.06.2018-3.1-A	FL 2018
29500-05.09.2018-1.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-05.09.2018-1.1-A	FL 2018
29500-05.09.2018-1.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29500-05.09.2018-1.1-B	FL 2018
29500-05.09.2018-2.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-05.09.2018-2.1-A	FL 2018
29500-05.09.2018-2.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29500-05.09.2018-2.1-B	FL 2018
29500-05.09.2018-2.2-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-05.09.2018-2.2-A	FL 2018
29500-05.09.2018-2.2-B	2018	autumn		empty	FL	FL	FL 2018		2018		29500-05.09.2018-2.2-B	FL 2018
29500-06.09.2018-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-06.09.2018-A	FL 2018
29500-06.09.2018-B	2018	autumn		empty	FL	FL	FL 2018		2018		29500-06.09.2018-B	FL 2018
29500-08.08.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-08.08.2018-A	FL 2018
29500-08.08.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29500-08.08.2018-B	FL 2018
29500-11.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-11.07.2018-A	FL 2018
29500-11.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29500-11.07.2018-B	FL 2018
29500-15.11.2018-1.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-15.11.2018-1.1-A	FL 2018
29500-15.11.2018-1.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29500-15.11.2018-1.1-B	FL 2018
29500-15.11.2018-2.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-15.11.2018-2.1-A	FL 2018
29500-15.11.2018-2.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29500-15.11.2018-2.1-B	FL 2018
29500-24.07.2018-A	2018	summer	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29500-24.07.2018-A	FL 2018
29500-24.07.2018-B	2018	summer		empty	FL	FL	FL 2018		2018		29500-24.07.2018-B	FL 2018
29503-05.09.2018-1.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29503-05.09.2018-1.1-A	FL 2018
29503-05.09.2018-1.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29503-05.09.2018-1.1-B	FL 2018
29503-05.09.2018-1.2-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29503-05.09.2018-1.2-A	FL 2018
29503-05.09.2018-1.2-B	2018	autumn		empty	FL	FL	FL 2018		2018		29503-05.09.2018-1.2-B	FL 2018
29503-05.09.2018-2.1-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29503-05.09.2018-2.1-A	FL 2018
29503-05.09.2018-2.1-B	2018	autumn		empty	FL	FL	FL 2018		2018		29503-05.09.2018-2.1-B	FL 2018
29506-05.09.2018-A	2018	autumn	Reschbachtal or Hochberg??	ok	FL	FL	FL 2018		Reschbachtal or Hochberg?? 2018		29506-05.09.2018-A	FL 2018
29506-05.09.2018-B	2018	autumn		empty	FL	FL	FL 2018		2018		29506-05.09.2018-B	FL 2018
